SOFT FLORA ORIGINAL	0,2	10	250	Matfett
SOLBÆR	1,3	39	64	Bær
SOLSIKKEFRØ 	20,8	1040	2	Kornvarer og frø
SOPP KANTARELL/SHITAKE	1,8	54	46	Grønnsaker
SOPP SJAMPINJONG HERMETISK	3,4	102	25	Grønnsaker
SOPP SJAMPINJONG NORSK RÅ	3,6	108	23	Grønnsaker
SOPP ØSTERS	2,0	60	42	Grønnsaker
SOPPROTEIN, TYPE QUORN	14,0	420	6	Vegetarprodukter
SOSISSER, SMÅ PØLSER	11,1	555	5	Pølse
SOYA SMØREOST NATURELL*	3,3	132	19	Ost
SOYABØNNER TØRKET	35,9	1795	1	Bønner, linser og erter
SOYADRIKKE SØTET M KALSIUM	3,2	128	20	Melk og yoghurt
SOYADRIKKE USØTET	3,4	136	18	Melk og yoghurt
SOYAMEL	37,2	1860	1	Bønner, linser og erter
SOYASAUS	3,0	150	17	Diverse
SOYASAUS BLUE DRAGON	5,6	280	9	Diverse
SOYASAUS KIKKOMAN*	10,0	500	5	Diverse
SPINAT FRISK	3,3	132	19	Grønnsaker
SPINAT FRYST 	2,3	92	27	Grønnsaker
SPRIT/BRENNEVIN 	0,0	0	  uten phe	Drikkevarer
SQUASH	1,8	54	46	Grønnsaker
STANGSELLERI	1,1	33	75	Grønnsaker
STIKKELSBÆR	0,8	24	104	Bær
SUKKER, TYPE FARIN 	0,0	0	  uten phe	Sukker, søte produkter og godteri
SUKKER, TYPE MELIS	0,0	0	uten phe	Sukker, søte produkter og godteri
SUKKER, TYPE VANILJESUKKER	0,0	0	uten phe	Sukker, søte produkter og godteri
SUKKERERTER	3,5	140	18	Grønnsaker
SUKKERTØY, DROPS	3,0	90	28	Sukker, søte produkter og godteri
SVISKER	2,8	84	30	Frukt
SYLTE	23,6	1180	2	Kjøttpålegg
SYLTETØY 40% bær, 40% sukker	0,3	9	278	Syltetøy
SYLTETØY 45% bær, 25% sukker	0,3	9	278	Syltetøy
SYLTETØY 60% bær, 30% sukker	0,5	15	167	Syltetøy
SØTPOTET KOKT MED SKALL	1,7	51	49	Potet og potetprodukter
SØTPOTET RÅ	1,6	48	52	Potet og potetprodukter
TACO KRYDDERMIKS OLD EL PASO	6,6	330	8	Diverse
TACO KRYDDERMIKS SANTA MARIA	5,2	260	10	Diverse
TACOSKJELL	5,4	270	9	Annen mat med mel/gryn
TARTEX VEGETABILSK POSTEI	7,5	375	7	Vegetarprodukter
TE TILLAGET	0,3	9	277	Drikkevarer
TINDVED, HAVTORN RÅ	0,7	21	119	Bær
TOFU 	8,1	405	6	Bønner, linser og erter
TOMAT	0,8	24	104	Grønnsaker
TOMAT CHERRY	0,6	18	139	Grønnsaker
TOMAT HERMETISK	0,8	24	104	Grønnsaker
TOMAT SOLTØRKET I OLJE AVRENT	5,0	150	17	Grønnsaker
TOMAT SOLTØRKET TØRR	14,1	423	6	Grønnsaker
TOMATBØNNER HERMETISK	4,8	240	10	Bønner, linser og erter
TOMATJUICE	0,8	24	104	Saft og juice
TOMATPURÉ	5,0	150	17	Grønnsaker
TOMATSUPPE AV PULVER	1,0	50	50	Supper/sauser
TORSK, OPPDRETT, RÅ	20,0	1000	3	Fisk og sjømat
TRAN	0,0	0	     uten phe	Fiskevarer
TRANEBÆR RÅ	0,4	12	208	Bær
TRANEBÆRJUICE	0,4	12	208	Saft og juice
TROPISK JUICE	0,2	6	417	Saft og juice
TUNFISK I GELE, HERMETISK	16,5	825	3	Fiskevarer	
TYTTEBÆR	0,7	21	119	Bær
VAFLER MED EGG OG SKUMMET MELK	7,1	355	7	Kaker og kjeks
VAFLER MED FLØTE UTEN EGG	5,0	250	10	Kaker og kjeks
VALNØTTER	15,2	760	3	Nøtter
VANILJESAUS FERDIG	2,7	135	19	Rømme, fløte, melkedessert 
VANILJESAUS PULVER TILBEREDT	3,1	155	16	Flere desserter
VANNKASTANJER HERMETISK	0,9	27	92	Grønnsaker
VIN RØD/HVIT	0,2	5	830	Drikkevarer
VIN TYPE ALKOHOLFRI	0,2	6	415	Drikkevarer
VIN TYPE HETVIN SØT 17 VOL %	0,3	9	277	Drikkevarer
VITA HJERTEGO	0,2	10	250	Matfett
VITA HJERTEGO FLYTENDE 	0,2	10	250	Matfett
VÅRLØK	2,3	69	36	Grønnsaker
WIENERBRØD MED SYLTETØY	6,9	345	7	Kaker og kjeks
WIENERPØLSE, SVIN	10,9	545	5	Pølse
WILMERSBURGER VEGANSK OST	0,0	0	uten phe	Ost
YOGHURT, BÆR, TYPE BIOLA	3,4	170	15	Melk og yoghurt
YOGHURT, FRUKT	3,7	185	14	Melk og yoghurt
YOGHURT, FRUKT,  DRIKKE	3,7	185	14	Melk og yoghurt
YOGHURT, FRUKT, LETT 0,5% FETT	3,7	185	14	Melk og yoghurt
YOGHURT, NATURELL	4,1	205	12	Melk og yoghurt
ØL TYPE GULLØL GOLD 5,7 VOL %	0,5	25	100	Drikkevarer
ØL TYPE LETTØL 	0,2	10	250	Drikkevarer
ØL TYPE PILS 4,7 VOL % 	0,4	20	125	Drikkevarer
ØL TYPE VØRTERØL	0,4	20	125	Drikkevarer
